chr	Start	End	Deletion_Size
X	2096234 	 2112592 	 16358
X 	 2129706 	 2129819 	 113
X	2135049 	 2137680 	 2631
X 	 2145139 	 2145248 	 109
X 	 2178174 	 2178283 	 109
X 	 2184204 	 2184327 	 123
X 	 2201863 	 2201960 	 97
X	2207519 	 2217493 	 9974
X	2222715 	 2223418 	 703
X 	 2240011 	 2240112 	 101
X 	 2265097 	 2265221 	 124
X	2267272 	 2283493 	 16221
X	2283818 	 2284042 	 224
X 	 2316426 	 2316473 	 47
X	2335543 	 2336195 	 652
X	2343536 	 2345038 	 1502
X 	 2365832 	 2365954 	 122
X 	 2413561 	 2413657 	 96
X	2418499 	 2435965 	 17466
X	2453443 	 2454513 	 1070
X	2464312 	 2472396 	 8084
X 	 2489241 	 2489364 	 123
X 	 2510608 	 2510719 	 111
X 	 2558286 	 2558394 	 108
X	2578532 	 2581880 	 3348
X	2595827 	 2600090 	 4263
X 	 2617731 	 2617840 	 109
X	2623592 	 2626123 	 2531
X	2630987 	 2631606 	 619
X	2683340 	 2689794 	 6454
X	2690919 	 2691019 	 100
X	2710797 	 2712918 	 2121
X	2721264 	 2725493 	 4229
X 	 2781976 	 2782088 	 112
X	2787409 	 2791576 	 4167
X 	 2797008 	 2797129 	 121
X 	 2803877 	 2804001 	 124
X 	 2807370 	 2807468 	 98
X	2833557 	 2835927 	 2370
X 	 2846294 	 2846361 	 67
X 	 2846914 	 2846978 	 64
X 	 2877228 	 2877331 	 103
X 	 2885425 	 2885535 	 110
X	2898574 	 2906515 	 7941
X 	 2906886 	 2906999 	 113
X	2908845 	 2912598 	 3753
X 	 2934713 	 2934789 	 76
X 	 2937003 	 2937114 	 111
X 	 2937703 	 2937830 	 127
X	2951873 	 2956257 	 4384
X 	 3024859 	 3024974 	 115
X	3049251 	 3052147 	 2896
X 	 3071345 	 3071472 	 127
X 	 3077279 	 3077397 	 118
X 	 3111366 	 3111493 	 127
X	3136763 	 3147176 	 10413
X	3150542 	 3154196 	 3654
X	3163200 	 3163787 	 587
X	3191558 	 3198110 	 6552
X 	 3232953 	 3233074 	 121
X	3237336 	 3238281 	 945
X	3252594 	 3252936 	 342
X	3275226 	 3277420 	 2194
X	3299595 	 3307765 	 8170
X	3323956 	 3329453 	 5497
X	3355372 	 3366521 	 11149
X	3383029 	 3383356 	 327
X 	 3413723 	 3413847 	 124
X 	 3425718 	 3425816 	 98
X	3427984 	 3428036 	 52
X 	 3438644 	 3438743 	 99
X	3457716 	 3457841 	 125
X	3459014 	 3469553 	 10539
X	3481743 	 3482974 	 1231
X 	 3511082 	 3511152 	 70
X	3519107 	 3521687 	 2580
X	3531402 	 3531470 	 68
X	3560417 	 3561087 	 670
X 	 3599853 	 3599973 	 120
X 	 3602024 	 3602102 	 78
X 	 3603046 	 3603103 	 57
X 	 3604135 	 3604169 	 34
X 	 3604518 	 3604569 	 51
X 	 3608556 	 3608591 	 35
X	3679375 	 3692524 	 13149
X	3698946 	 3700044 	 1098
X	3703183 	 3705160 	 1977
X	3720873 	 3721866 	 993
X 	 3722189 	 3722287 	 98
X 	 3739482 	 3739582 	 100
X 	 3751029 	 3751145 	 116
X 	 3755248 	 3755328 	 80
X	3829473 	 3837056 	 7583
X	3861057 	 3864847 	 3790
X	3871140 	 3871252 	 112
X	3879489 	 3897160 	 17671
X	3897715 	 3898098 	 383
X	3899844 	 3908030 	 8186
X	3912439 	 3920628 	 8189
X	3928587 	 3928774 	 187
X	3966692 	 3969486 	 2794
X	4001034 	 4007101 	 6067
X 	 4013958 	 4014075 	 117
X	4044673 	 4046679 	 2006
X 	 4056428 	 4056465 	 37
X 	 4056583 	 4056673 	 90
X 	 4095407 	 4095512 	 105
X 	 4097684 	 4097786 	 102
X 	 4112006 	 4112128 	 122
X 	 4113294 	 4113418 	 124
X 	 4145451 	 4145548 	 97
X 	 4150696 	 4150737 	 41
X	4169253 	 4178711 	 9458
X 	 4193542 	 4193664 	 122
X 	 4225371 	 4225487 	 116
X 	 4252869 	 4252956 	 87
X 	 4253010 	 4253050 	 40
X	4274624 	 4278045 	 3421
X 	 4293802 	 4293894 	 92
X 	 4358722 	 4358829 	 107
X	4374050 	 4374132 	 82
X	4386046 	 4386586 	 540
X	4386854 	 4416493 	 29639
X 	 4417967 	 4418088 	 121
X	4470519 	 4471133 	 614
X 	 4487962 	 4488071 	 109
X	4542269 	 4542486 	 217
X	4546116 	 4546510 	 394
X	4569476 	 4569547 	 71
X 	 4576999 	 4577121 	 122
X	4589692 	 4589772 	 80
X	4605727 	 4643701 	 37974
X	4652539 	 4656986 	 4447
X 	 4705444 	 4705568 	 124
X	4716482 	 4717985 	 1503
X 	 4729821 	 4729940 	 119
X	4765009 	 4779105 	 14096
X	4824223 	 4824609 	 386
X	4824824 	 4827108 	 2284
X	4863385 	 4872213 	 8828
X	4886670 	 4898559 	 11889
X	4901095 	 4909818 	 8723
X	4926882 	 4931296 	 4414
X 	 4945833 	 4945949 	 116
X	4947863 	 4968161 	 20298
X	5011066 	 5011279 	 213
X	5023668 	 5038334 	 14666
X	5087633 	 5087791 	 158
X 	 5090848 	 5090967 	 119
X 	 5101641 	 5101697 	 56
X 	 5101755 	 5101852 	 97
X 	 5103273 	 5103352 	 79
X	5107340 	 5115586 	 8246
X	5146029 	 5152340 	 6311
X 	 5166444 	 5166560 	 116
X	5204245 	 5205479 	 1234
X	5207310 	 5210952 	 3642
X	5227280 	 5229619 	 2339
X	5236828 	 5241902 	 5074
X	5246208 	 5250657 	 4449
X	5254026 	 5267401 	 13375
X	5270056 	 5270372 	 316
X	5297970 	 5309302 	 11332
X	5312736 	 5314164 	 1428
X	5320150 	 5322226 	 2076
X	5326479 	 5327076 	 597
X	5327669 	 5341835 	 14166
X 	 5351666 	 5351774 	 108
X	5372667 	 5375865 	 3198
X 	 5376442 	 5376563 	 121
X 	 5378837 	 5378950 	 113
X	5388919 	 5389612 	 693
X 	 5391471 	 5391565 	 94
X 	 5392582 	 5392702 	 120
X 	 5399423 	 5399529 	 106
X 	 5403838 	 5403962 	 124
X 	 5484098 	 5484188 	 90
X	5502505 	 5502569 	 64
X 	 5535800 	 5535916 	 116
X	5543148 	 5547770 	 4622
X	5549931 	 5558583 	 8652
X	5561538 	 5562503 	 965
X	5569849 	 5570874 	 1025
X	5592506 	 5607648 	 15142
X	5622426 	 5624211 	 1785
X 	 5643401 	 5643505 	 104
X	5670217 	 5670270 	 53
X 	 5679562 	 5679663 	 101
X 	 5690525 	 5690647 	 122
X 	 5736075 	 5736199 	 124
X	5744716 	 5753186 	 8470
X 	 5760974 	 5761099 	 125
X	5821990 	 5822042 	 52
X	5836775 	 5837545 	 770
X	5840590 	 5840830 	 240
X	5859661 	 5862882 	 3221
X 	 5873084 	 5873199 	 115
X	5886865 	 5894114 	 7249
X 	 5910961 	 5911066 	 105
X 	 5915958 	 5916057 	 99
X 	 5931576 	 5931676 	 100
X	5955158 	 5956492 	 1334
X 	 5969681 	 5969783 	 102
X	5981022 	 5981233 	 211
X 	 5982851 	 5982949 	 98
X	6029045 	 6032743 	 3698
X	6034629 	 6049053 	 14424
X	6099670 	 6104877 	 5207
X 	 6116997 	 6117110 	 113
X 	 6121448 	 6121569 	 121
X	6187176 	 6191625 	 4449
X	6211487 	 6211916 	 429
X	6229514 	 6229753 	 239
X 	 6233581 	 6233683 	 102
X 	 6240199 	 6240311 	 112
X 	 6314423 	 6314525 	 102
X 	 6382925 	 6383006 	 81
X 	 6385717 	 6385763 	 46
X 	 6394792 	 6394861 	 69
X 	 6397232 	 6397321 	 89
X 	 6446951 	 6447008 	 57
X 	 6452810 	 6452913 	 103
X 	 6512476 	 6512577 	 101
X 	 6531217 	 6531340 	 123
X 	 6544886 	 6544992 	 106
X 	 6563544 	 6563666 	 122
X	6572239 	 6573966 	 1727
X	6574672 	 6574721 	 49
X 	 6579438 	 6579559 	 121
X	6584209 	 6586157 	 1948
X 	 6587038 	 6587146 	 108
X	6632391 	 6633427 	 1036
X 	 6654304 	 6654425 	 121
X	6654541 	 6654754 	 213
X 	 6659737 	 6659859 	 122
X	6662237 	 6662447 	 210
X	6673213 	 6675400 	 2187
X	6684518 	 6686068 	 1550
X	6712926 	 6721385 	 8459
X	6723376 	 6725795 	 2419
X 	 6729986 	 6730095 	 109
X 	 6799903 	 6800026 	 123
X	6807426 	 6808730 	 1304
X	6818511 	 6819530 	 1019
X	6823913 	 6824115 	 202
X	6849959 	 6850303 	 344
X	6854595 	 6856748 	 2153
X	6857493 	 6857571 	 78
X	6861924 	 6878637 	 16713
X 	 6890350 	 6890474 	 124
X	6913316 	 6916083 	 2767
X 	 6926906 	 6926962 	 56
X 	 6948994 	 6949095 	 101
X 	 6953538 	 6953649 	 111
X 	 6954112 	 6954224 	 112
X 	 6958129 	 6958228 	 99
X	6985882 	 6986136 	 254
X 	 6998770 	 6998895 	 125
X	6998955 	 7009083 	 10128
X 	 7030747 	 7030792 	 45
X	7031099 	 7031837 	 738
X 	 7036989 	 7037111 	 122
X 	 7074573 	 7074697 	 124
X	7078176 	 7080468 	 2292
X	7084501 	 7085374 	 873
X 	 7098573 	 7098680 	 107
X	7107275 	 7107604 	 329
X	7118140 	 7120659 	 2519
X 	 7128217 	 7128255 	 38
X	7177289 	 7185748 	 8459
X 	 7195097 	 7195205 	 108
X	7224736 	 7225091 	 355
X	7256343 	 7258096 	 1753
X	7267675 	 7269271 	 1596
X	7296307 	 7296596 	 289
X	7297265 	 7297408 	 143
X	7302770 	 7303027 	 257
X	7318618 	 7329455 	 10837
X	7334955 	 7351775 	 16820
X	7360572 	 7365291 	 4719
X	7381005 	 7382600 	 1595
X	7383526 	 7383690 	 164
X 	 7407986 	 7408091 	 105
X	7412412 	 7412904 	 492
X	7420754 	 7421503 	 749
X	7456192 	 7456393 	 201
X	7460883 	 7463830 	 2947
X	7474350 	 7476996 	 2646
X 	 7478085 	 7478206 	 121
X 	 7526947 	 7527048 	 101
X	7540361 	 7553653 	 13292
X	7576381 	 7581935 	 5554
X	7582590 	 7582671 	 81
X	7593465 	 7600709 	 7244
X	7630836 	 7637475 	 6639
X	7638922 	 7642219 	 3297
X	7642770 	 7646862 	 4092
X 	 7675504 	 7675614 	 110
X	7677944 	 7690129 	 12185
X	7692485 	 7692569 	 84
X 	 7701839 	 7701945 	 106
X 	 7723364 	 7723469 	 105
X	7728073 	 7728490 	 417
X 	 7767225 	 7767322 	 97
X 	 7807403 	 7807512 	 109
X 	 7813805 	 7813873 	 68
X 	 7814037 	 7814096 	 59
X 	 7816309 	 7816378 	 69
X	7821246 	 7821313 	 67
X 	 7897252 	 7897319 	 67
X 	 7898645 	 7898704 	 59
X	7906127 	 7907762 	 1635
X	7929884 	 7940176 	 10292
X	7945434 	 7945551 	 117
X	7951953 	 7954862 	 2909
X	7967185 	 7975679 	 8494
X 	 8002775 	 8002893 	 118
X 	 8027501 	 8027627 	 126
X 	 8032147 	 8032202 	 55
X 	 8035190 	 8035234 	 44
X	8050386 	 8080677 	 30291
X	8105966 	 8106438 	 472
X 	 8107082 	 8107202 	 120
X	8120162 	 8120460 	 298
X	8121921 	 8137993 	 16072
X	8174232 	 8174606 	 374
X 	 8216993 	 8217078 	 85
X 	 8232474 	 8232516 	 42
X	8234476 	 8235027 	 551
X	8241331 	 8250417 	 9086
X 	 8271551 	 8271660 	 109
X	8333181 	 8334101 	 920
X	8338281 	 8350454 	 12173
X	8361151 	 8362243 	 1092
X 	 8363796 	 8363907 	 111
X 	 8368063 	 8368153 	 90
X	8370589 	 8377004 	 6415
X	8384199 	 8384260 	 61
X	8388361 	 8393535 	 5174
X	8395489 	 8396619 	 1130
X	8401230 	 8401626 	 396
X 	 8405072 	 8405196 	 124
X 	 8428874 	 8428987 	 113
X 	 8490053 	 8490172 	 119
X 	 8493338 	 8493459 	 121
X	8493996 	 8499511 	 5515
X 	 8501776 	 8501898 	 122
X 	 8501959 	 8502064 	 105
X	8517264 	 8548727 	 31463
X	8553312 	 8554942 	 1630
X	8557474 	 8557983 	 509
X	8567026 	 8567639 	 613
X	8576979 	 8577555 	 576
X	8580159 	 8583503 	 3344
X 	 8608659 	 8608780 	 121
X 	 8619989 	 8620113 	 124
X	8624227 	 8630307 	 6080
X 	 8636875 	 8636990 	 115
X	8641198 	 8642837 	 1639
X	8644546 	 8656510 	 11964
X	8660589 	 8660772 	 183
X 	 8690454 	 8690553 	 99
X	8700239 	 8703479 	 3240
X	8719697 	 8720796 	 1099
X	8723838 	 8725116 	 1278
X	8746573 	 8746723 	 150
X	8758397 	 8759391 	 994
X 	 8779383 	 8779500 	 117
X	8787925 	 8796290 	 8365
X 	 8816585 	 8816708 	 123
X 	 8828968 	 8829089 	 121
X 	 8860802 	 8860923 	 121
X	8875302 	 8880658 	 5356
X	8882828 	 8884718 	 1890
X	8894164 	 8899007 	 4843
X 	 8901991 	 8902101 	 110
X	8934775 	 8934941 	 166
X	8941133 	 8942065 	 932
X	8992715 	 9001815 	 9100
X 	 9008608 	 9008729 	 121
X 	 9029632 	 9029753 	 121
X 	 9078014 	 9078124 	 110
X 	 9099556 	 9099651 	 95
X	9189445 	 9190001 	 556
X 	 9217126 	 9217220 	 94
X 	 9217272 	 9217304 	 32
X 	 9226573 	 9226694 	 121
X	9273851 	 9278481 	 4630
X 	 9293607 	 9293723 	 116
X	9315865 	 9316841 	 976
X 	 9335959 	 9336080 	 121
X	9377237 	 9380470 	 3233
X 	 9404204 	 9404286 	 82
X	9404821 	 9422566 	 17745
X	9440549 	 9445225 	 4676
X	9516761 	 9516961 	 200
X	9519023 	 9521902 	 2879
X	9560534 	 9563298 	 2764
X	9576964 	 9577342 	 378
X 	 9581643 	 9581767 	 124
X 	 9586736 	 9586840 	 104
X	9595484 	 9599054 	 3570
X 	 9601184 	 9601307 	 123
X	9602116 	 9602384 	 268
X	9610641 	 9614165 	 3524
X 	 9629550 	 9629657 	 107
X 	 9637435 	 9637533 	 98
X	9677828 	 9683410 	 5582
X	9705942 	 9706458 	 516
X	9707188 	 9707769 	 581
X	9710353 	 9739572 	 29219
X	9739796 	 9740775 	 979
X	9741264 	 9744867 	 3603
X	9777640 	 9789401 	 11761
X 	 9802839 	 9802878 	 39
X 	 9804755 	 9804811 	 56
X	9820036 	 9820400 	 364
X 	 9836837 	 9836937 	 100
X	9849997 	 9856096 	 6099
X	9866235 	 9877059 	 10824
X 	 9888050 	 9888152 	 102
X	9897443 	 9900565 	 3122
X	9923902 	 9923991 	 89
X 	 9932140 	 9932249 	 109
X	9934857 	 9938034 	 3177
X	9941771 	 9941914 	 143
X 	 9948290 	 9948412 	 122
X 	 9956517 	 9956636 	 119
X 	 9960402 	 9960513 	 111
X	9979716 	 9985908 	 6192
X	10002374 	 10003285 	 911
X	10019844 	 10019977 	 133
X	10035904 	 10049652 	 13748
X 	 10052336 	 10052437 	 101
X	10057796 	 10060521 	 2725
X	10065426 	 10073246 	 7820
X 	 10104042 	 10104136 	 94
X 	 10128140 	 10128249 	 109
X 	 10139500 	 10139558 	 58
X 	 10141918 	 10142012 	 94
X 	 10148233 	 10148355 	 122
X	10149719 	 10150400 	 681
X	10221986 	 10222581 	 595
X	10223415 	 10232150 	 8735
X	10233766 	 10246928 	 13162
X	10251241 	 10251912 	 671
X	10291577 	 10298865 	 7288
X 	 10299775 	 10299894 	 119
X 	 10351011 	 10351049 	 38
X 	 10355684 	 10355734 	 50
X 	 10401816 	 10401923 	 107
X	10408927 	 10410696 	 1769
X 	 10440087 	 10440204 	 117
X 	 10451299 	 10451401 	 102
X 	 10458074 	 10458185 	 111
X	10461516 	 10472959 	 11443
X	10475395 	 10492075 	 16680
X 	 10533492 	 10533607 	 115
X	10606492 	 10612587 	 6095
X	10655716 	 10656130 	 414
X	10665850 	 10668307 	 2457
X 	 10686902 	 10687016 	 114
X	10713906 	 10714524 	 618
X	10725550 	 10726556 	 1006
X	10748980 	 10749112 	 132
X	10752015 	 10752478 	 463
X	10757968 	 10764853 	 6885
X	10806735 	 10832210 	 25475
X	10853355 	 10855904 	 2549
X	10882617 	 10884884 	 2267
X	10887609 	 10906881 	 19272
X	10915349 	 10918906 	 3557
X	10923447 	 10924550 	 1103
X	10969970 	 10972955 	 2985
X 	 10997284 	 10997401 	 117
X	11018044 	 11019693 	 1649
X	11047357 	 11056163 	 8806
X	11065763 	 11075318 	 9555
X	11088721 	 11088813 	 92
X 	 11108033 	 11108154 	 121
X	11127906 	 11139963 	 12057
X	11165759 	 11168416 	 2657
X 	 11185950 	 11186034 	 84
X 	 11186314 	 11186413 	 99
X 	 11187915 	 11187999 	 84
X 	 11271987 	 11272042 	 55
X	11275585 	 11280516 	 4931
X	11374950 	 11379034 	 4084
X	11380880 	 11384043 	 3163
X	11392066 	 11395675 	 3609
X	11403247 	 11417589 	 14342
X	11424898 	 11427731 	 2833
X	11503256 	 11506908 	 3652
X 	 11507565 	 11507684 	 119
X 	 11528281 	 11528382 	 101
X	11547058 	 11551744 	 4686
X 	 11589280 	 11589401 	 121
X	11614490 	 11614751 	 261
X 	 11637528 	 11637645 	 117
X 	 11648269 	 11648307 	 38
X	11668033 	 11668424 	 391
X	11668801 	 11679961 	 11160
X	11696625 	 11697393 	 768
X 	 11699507 	 11699605 	 98
X 	 11710649 	 11710770 	 121
X	11717483 	 11724440 	 6957
X 	 11748722 	 11748776 	 54
X 	 11749388 	 11749453 	 65
X	11759638 	 11761390 	 1752
X 	 11803402 	 11803526 	 124
X 	 11813466 	 11813507 	 41
X 	 11814766 	 11814851 	 85
X	11815744 	 11817708 	 1964
X	11843523 	 11844224 	 701
X	11862864 	 11865358 	 2494
X	11907425 	 11907767 	 342
X 	 11921052 	 11921156 	 104
X 	 11954307 	 11954424 	 117
X	11990503 	 11990664 	 161
X	12003368 	 12009804 	 6436
X 	 12055757 	 12055878 	 121
X 	 12064360 	 12064482 	 122
X 	 12090472 	 12090574 	 102
X	12099672 	 12100235 	 563
X 	 12102192 	 12102306 	 114
X	12107546 	 12107681 	 135
X	12123742 	 12123798 	 56
X	12131731 	 12131998 	 267
X 	 12145018 	 12145130 	 112
X 	 12146369 	 12146450 	 81
X 	 12148226 	 12148271 	 45
X 	 12163922 	 12164024 	 102
X 	 12172873 	 12172926 	 53
X	12203363 	 12212893 	 9530
X	12218440 	 12228311 	 9871
X	12248457 	 12248647 	 190
X 	 12252584 	 12252687 	 103
X	12269920 	 12270811 	 891
X 	 12284403 	 12284511 	 108
X	12294632 	 12294704 	 72
X 	 12312428 	 12312535 	 107
X	12319221 	 12322326 	 3105
X 	 12336162 	 12336273 	 111
X	12343770 	 12343843 	 73
X 	 12363944 	 12364052 	 108
X	12372528 	 12377901 	 5373
X 	 12382065 	 12382177 	 112
X 	 12384416 	 12384475 	 59
X	12406372 	 12406499 	 127
X 	 12420658 	 12420759 	 101
X 	 12436323 	 12436439 	 116
X	12453608 	 12454292 	 684
X 	 12458511 	 12458632 	 121
X	12460538 	 12460747 	 209
X	12528880 	 12529281 	 401
X 	 12538315 	 12538437 	 122
X 	 12641755 	 12641871 	 116
X 	 12665476 	 12665576 	 100
X 	 12672349 	 12672467 	 118
X	12686630 	 12687122 	 492
X 	 12691209 	 12691320 	 111
X	12700453 	 12703971 	 3518
X	12706457 	 12716207 	 9750
X	12734309 	 12746641 	 12332
X	12768200 	 12773384 	 5184
X 	 12797524 	 12797568 	 44
X 	 12799340 	 12799425 	 85
X	12811464 	 12814508 	 3044
X 	 12868874 	 12868983 	 109
X 	 12881063 	 12881184 	 121
X	12913505 	 12913680 	 175
X 	 12926769 	 12926872 	 103
X 	 12932137 	 12932186 	 49
X	12943726 	 12944482 	 756
X	12949858 	 12951098 	 1240
X	13000860 	 13004583 	 3723
X	13021764 	 13021983 	 219
X 	 13031625 	 13031747 	 122
X	13051639 	 13052516 	 877
X 	 13069847 	 13069966 	 119
X	13085570 	 13086213 	 643
X 	 13099045 	 13099163 	 118
X	13137446 	 13151561 	 14115
X 	 13166948 	 13167058 	 110
X 	 13176157 	 13176220 	 63
X 	 13177945 	 13178008 	 63
X 	 13184418 	 13184460 	 42
X 	 13188605 	 13188708 	 103
X 	 13190525 	 13190646 	 121
X 	 13195057 	 13195179 	 122
X	13202135 	 13211742 	 9607
X	13247897 	 13257929 	 10032
X	13268124 	 13268427 	 303
X	13269998 	 13270577 	 579
X	13311354 	 13311426 	 72
X	13317673 	 13318282 	 609
X 	 13343727 	 13343836 	 109
X	13353433 	 13353486 	 53
X	13383016 	 13385186 	 2170
X 	 13410362 	 13410463 	 101
X 	 13431133 	 13431255 	 122
X	13486162 	 13488059 	 1897
X	13501737 	 13503467 	 1730
X 	 13510664 	 13510787 	 123
X	13546643 	 13559166 	 12523
X	13561229 	 13569273 	 8044
X	13577145 	 13578463 	 1318
X	13580450 	 13580652 	 202
X	13596624 	 13596706 	 82
X	13599127 	 13608343 	 9216
X 	 13684857 	 13684965 	 108
X	13706093 	 13706500 	 407
X	13719858 	 13728312 	 8454
X 	 13736467 	 13736580 	 113
X	13744643 	 13744770 	 127
X	13750397 	 13753181 	 2784
X 	 13767901 	 13768007 	 106
X	13779749 	 13780465 	 716
X	13804540 	 13805697 	 1157
X	13813595 	 13818119 	 4524
X 	 13834835 	 13834953 	 118
X	13891092 	 13893298 	 2206
X 	 13938180 	 13938301 	 121
X	13956510 	 13957812 	 1302
X	13983082 	 13983770 	 688
X 	 14002004 	 14002103 	 99
X 	 14005226 	 14005348 	 122
X 	 14008531 	 14008589 	 58
X 	 14009109 	 14009225 	 116
X	14011088 	 14011826 	 738
X 	 14013394 	 14013509 	 115
X 	 14052622 	 14052666 	 44
X 	 14055544 	 14055629 	 85
X 	 14058082 	 14058128 	 46
X 	 14058931 	 14059014 	 83
X	14070641 	 14085658 	 15017
X	14095587 	 14096680 	 1093
X 	 14114705 	 14114827 	 122
X	14147430 	 14148115 	 685
X	14149444 	 14153987 	 4543
X 	 14156235 	 14156299 	 64
X	14163409 	 14181567 	 18158
X	14181745 	 14181799 	 54
X 	 14193134 	 14193255 	 121
X	14241829 	 14242204 	 375
X	14265456 	 14266417 	 961
X	14276645 	 14277693 	 1048
X	14292813 	 14301387 	 8574
X 	 14316453 	 14316535 	 82
X 	 14370707 	 14370809 	 102
X 	 14379305 	 14379350 	 45
X	14395029 	 14396153 	 1124
X 	 14398060 	 14398163 	 103
X 	 14409376 	 14409489 	 113
X 	 14419034 	 14419128 	 94
X 	 14421927 	 14422024 	 97
X 	 14469679 	 14469715 	 36
X	14495215 	 14495276 	 61
X 	 14506186 	 14506307 	 121
X 	 14510397 	 14510486 	 89
X	14513761 	 14516508 	 2747
X	14518035 	 14518876 	 841
X 	 14523917 	 14524038 	 121
X 	 14538916 	 14539017 	 101
X 	 14560318 	 14560358 	 40
X 	 14586433 	 14586538 	 105
X 	 14591898 	 14592004 	 106
X	14592506 	 14600106 	 7600
X 	 14603236 	 14603360 	 124
X	14623535 	 14623844 	 309
X	14625549 	 14625773 	 224
X 	 14641773 	 14641869 	 96
X	14676176 	 14687960 	 11784
X	14689625 	 14698452 	 8827
X	14704774 	 14706036 	 1262
X	14712181 	 14712596 	 415
X 	 14766766 	 14766887 	 121
X 	 14778396 	 14778497 	 101
X 	 14787149 	 14787261 	 112
X 	 14803054 	 14803086 	 32
X 	 14822597 	 14822709 	 112
X 	 14823274 	 14823355 	 81
X 	 14835530 	 14835649 	 119
X	14863534 	 14865802 	 2268
X	14899712 	 14900904 	 1192
X 	 14905914 	 14906027 	 113
X	14958464 	 14964887 	 6423
X 	 14976712 	 14976831 	 119
X	14978251 	 14982802 	 4551
X	14998672 	 14999249 	 577
X	15005072 	 15005405 	 333
X 	 15040387 	 15040494 	 107
X	15099117 	 15103551 	 4434
X 	 15122521 	 15122642 	 121
X	15132337 	 15134944 	 2607
X	15140273 	 15140445 	 172
X	15149924 	 15150265 	 341
X 	 15170991 	 15171104 	 113
X	15183962 	 15184332 	 370
X	15190264 	 15192053 	 1789
X 	 15201976 	 15202076 	 100
X 	 15205806 	 15205916 	 110
X	15213721 	 15222861 	 9140
X	15261730 	 15273410 	 11680
X 	 15284325 	 15284441 	 116
X	15303732 	 15305769 	 2037
X	15352564 	 15352622 	 58
X	15359681 	 15388659 	 28978
X 	 15416366 	 15416407 	 41
X	15474560 	 15474610 	 50
X	15479219 	 15489133 	 9914
X	15505740 	 15506909 	 1169
X	15514993 	 15518433 	 3440
X	15528055 	 15528294 	 239
X	15552448 	 15552516 	 68
X 	 15555060 	 15555184 	 124
X 	 15566516 	 15566644 	 128
X	15647941 	 15648060 	 119
X 	 15651577 	 15651681 	 104
X	15659458 	 15659525 	 67
X 	 15670646 	 15670743 	 97
X	15702825 	 15718668 	 15843
X 	 15741642 	 15741750 	 108
X	15800963 	 15810029 	 9066
X	15813956 	 15814246 	 290
X 	 15848631 	 15848746 	 115
X	15873647 	 15874748 	 1101
X	15880578 	 15880671 	 93
X	15895189 	 15917127 	 21938
X	15917722 	 15933184 	 15462
X 	 15945628 	 15945741 	 113
X	15953299 	 15955437 	 2138
X	15957345 	 15961139 	 3794
X	15964787 	 15972062 	 7275
X	16001662 	 16001712 	 50
X	16005926 	 16006084 	 158
X	16008321 	 16020716 	 12395
X 	 16034351 	 16034415 	 64
X 	 16036518 	 16036580 	 62
X 	 16047262 	 16047377 	 115
X 	 16048266 	 16048358 	 92
X 	 16054487 	 16054521 	 34
X	16058042 	 16058117 	 75
X	16077859 	 16077919 	 60
X	16093054 	 16098916 	 5862
X	16104060 	 16117539 	 13479
X	16120183 	 16124136 	 3953
X	16151141 	 16152943 	 1802
X 	 16185346 	 16185446 	 100
X	16199562 	 16208053 	 8491
X 	 16227107 	 16227140 	 33
X	16250473 	 16251811 	 1338
X	16261930 	 16262468 	 538
X	16276809 	 16277224 	 415
X	16278373 	 16285283 	 6910
X	16291306 	 16297561 	 6255
X 	 16310695 	 16310817 	 122
X	16314825 	 16314942 	 117
X	16320885 	 16334690 	 13805
X 	 16341900 	 16341948 	 48
X	16365652 	 16367697 	 2045
X	16429270 	 16432729 	 3459
X	16485430 	 16489427 	 3997
X 	 16544221 	 16544344 	 123
X	16555519 	 16563004 	 7485
X 	 16575060 	 16575159 	 99
X	16583336 	 16586600 	 3264
X	16631621 	 16632019 	 398
X 	 16641065 	 16641171 	 106
X	16649434 	 16652251 	 2817
X 	 16662851 	 16662974 	 123
X 	 16687456 	 16687555 	 99
X 	 16693891 	 16693998 	 107
X 	 16696637 	 16696753 	 116
X	16784113 	 16784651 	 538
X	16788510 	 16788560 	 50
X	16790409 	 16790458 	 49
X	16796082 	 16801123 	 5041
X	16814255 	 16825694 	 11439
X	16840653 	 16843500 	 2847
X 	 16867933 	 16868036 	 103
X	16880487 	 16887971 	 7484
X 	 16907435 	 16907552 	 117
X 	 16965225 	 16965322 	 97
X	16996517 	 17014507 	 17990
X 	 17017688 	 17017810 	 122
X	17018589 	 17019536 	 947
X	17023744 	 17024247 	 503
X 	 17037098 	 17037203 	 105
X 	 17046262 	 17046361 	 99
X	17059894 	 17063340 	 3446
X 	 17064405 	 17064526 	 121
X 	 17066802 	 17066917 	 115
X	17095177 	 17095238 	 61
X	17138657 	 17139075 	 418
X 	 17154898 	 17155019 	 121
X 	 17181043 	 17181073 	 30
X 	 17198932 	 17198978 	 46
X	17216255 	 17216973 	 718
X 	 17258357 	 17258463 	 106
X 	 17272556 	 17272588 	 32
X	17288721 	 17288855 	 134
X	17301624 	 17301954 	 330
X	17307804 	 17309236 	 1432
X	17354725 	 17363706 	 8981
X	17375381 	 17415688 	 40307
X 	 17442691 	 17442804 	 113
X 	 17472029 	 17472131 	 102
X	17519173 	 17522248 	 3075
X	17539717 	 17539781 	 64
X 	 17559101 	 17559224 	 123
X	17559872 	 17563008 	 3136
